Title,Property Size,Bedrooms,Bathrooms,Furnishing,Region,Region Name,Region Parent Name,Is Boost,Price
4bdrm Duplex in Port-Harcourt for sale,250.0,4,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,65000000.0
2bdrm Bungalow in Port-Harcourt for sale,465.0,2,3,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,40000000.0
4bdrm Duplex in Ogudu Gra for sale,635.0,4,4,Unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,False,510000000.0
4bdrm Duplex in Magodo for sale,650.0,4,4,Unfurnished,"Lagos State, Magodo",Magodo,Lagos State,False,420000000.0
"5bdrm Duplex in Cedarwood Garden, Rukpokwu for sale",1000.0,5,6,Unfurnished,"Port-Harcourt, Rukpokwu",Rukpokwu,Port-Harcourt,Diamond,650000000.0
3bdrm Apartment in Ikate for sale,600.0,3,3,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,150000000.0
2bdrm Block of Flats in Igando for sale,635.0,2,2,Unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,False,320000000.0
3bdrm Block of Flats in Aguda Surulere for sale,650.0,3,3,Unfurnished,"Lagos State, Surulere",Surulere,Lagos State,False,300000000.0
4bdrm Block of Flats in Dawaki for sale,3000.0,4,5,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),Diamond,73000000.0
"4bdrm Penthouse in Spring Valley, Uzoba for sale",1000.0,4,5,Unfurnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,Diamond,550000000.0
"2bdrm Block of Flats in Off Nta Road,, Uzoba for sale",1800.0,2,2,Unfurnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,Diamond,390000000.0
5bdrm Duplex in Ajah for sale,600.0,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,Enterprise,190000000.0
4bdrm Duplex in Ikota for sale,300.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,165000000.0
"6bdrm Duplex in Mercyland Estate, Port-Harcourt for sale",930.0,6,7,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,280000000.0
3bdrm Bungalow in Port-Harcourt for sale,465.0,3,4,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,50000000.0
4bdrm Bungalow in Port-Harcourt for sale,465.0,4,5,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,140000000.0
"4bdrm Duplex in Isheri Lasu Rd, Igando / Ikotun/Igando for sale",638.0,4,4,Unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,False,150000000.0
4bdrm Duplex in Ikeja Gra for sale,400.0,4,4,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,450000000.0
4bdrm Duplex in Ikoyi for sale,630.0,4,4,Unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,False,500000000.0
3bdrm Duplex in New Oko Oba for sale,400.0,3,3,Unfurnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,False,130000000.0
"4bdrm Duplex in Shell Cooperative, Eliozu for sale",550.0,4,4,Unfurnished,"Port-Harcourt, Eliozu",Eliozu,Port-Harcourt,Diamond,250000000.0
4bdrm Maisonette in Ikeja Gra for sale,1200.0,4,4,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,850000000.0
4bdrm Duplex in Abule Egba for sale,500.0,4,4,Unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,False,330000000.0
"3bdrm Bungalow in Road 6, New Layout for sale",450.0,3,4,Unfurnished,"Port-Harcourt, New Layout",New Layout,Port-Harcourt,Diamond,55000000.0
"Furnished 5bdrm Duplex in Emmiers Estate, Lekki Expressway for sale",500.0,5,5,Furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,Diamond,660000000.0
"Furnished 3bdrm Apartment in Emmiers Estate, Off Lekki-Epe Expressway",250.0,3,3,Furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,Diamond,160000000.0
"5bdrm Duplex in New Heaven Estate, Port-Harcourt for sale",775.0,5,6,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,350000000.0
5bdrm Duplex in Banana Island for sale,620.0,5,5,Unfurnished,"Ikoyi, Banana Island",Banana Island,Lagos State,False,80000000.0
4bdrm Duplex in Igboefon Lekki for sale,400.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,200000000.0
"2bdrm Apartment in Ada George New Road, Obio-Akpor for sale",1800.0,2,2,Unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Diamond,700000000.0
4bdrm Duplex in Lekki for sale,600.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,190000000.0
Furnished 5bdrm Duplex in Ikeja GRA for sale,500.0,5,5,Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,800000000.0
4bdrm Duplex in Ajah for sale,400.0,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,Enterprise,255000000.0
3bdrm Bungalow in Command Ipaja for sale,635.0,3,3,Unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,False,110000000.0
4bdrm Duplex in Ogudu Gra for sale,450.0,4,4,Unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,False,320000000.0
7bdrm Block of Flats in Command Ipaja for sale,635.0,7,7,Unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,False,120000000.0
"Furnished 5bdrm Duplex in Shell Cooperative, Eneka for sale",450.0,5,5,Furnished,"Port-Harcourt, Eneka",Eneka,Port-Harcourt,Diamond,500000000.0
"5bdrm Duplex in Royal Estate, Port-Harcourt for sale",700.0,5,6,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,600000000.0
"5bdrm Duplex in Radio Estate, Port-Harcourt for sale",700.0,5,6,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,200000000.0
"5bdrm Duplex in Greenwood, Ibeju for sale",600.0,5,5,Semi Furnished,"Lagos State, Ibeju",Ibeju,Lagos State,Diamond,170000000.0
4bdrm Duplex in Ogba for sale,635.0,4,4,Unfurnished,"Lagos State, Ogba",Ogba,Lagos State,False,380000000.0
2bdrm Block of Flats in Eko Pearl for sale,600.0,2,2,Unfurnished,"Lagos State, Eko Atlantic",Eko Atlantic,Lagos State,False,850000000.0
"3bdrm Duplex in Magodo, GRA Phase 1 for sale",630.0,3,3,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,False,180000000.0
Furnished 3bdrm Duplex in Isheri Igando for sale,350.0,3,3,Furnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,False,120000000.0
4bdrm Duplex in Magodo for sale,400.0,4,4,Unfurnished,"Lagos State, Magodo",Magodo,Lagos State,False,450000000.0
"4bdrm Duplex in Reef Court Estate, Port-Harcourt for sale",500.0,4,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,380000000.0
"5bdrm Duplex in Royal Estate, Port-Harcourt for sale",465.0,5,6,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,83000000.0
5bdrm Duplex in Port-Harcourt for sale,465.0,5,6,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,230000000.0
2bdrm Block of Flats in Port-Harcourt for sale,465.0,2,3,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,55000000.0
4bdrm Duplex in Isheri Opic for sale,500.0,4,4,Unfurnished,"Ojodu, Isheri North",Isheri North,Lagos State,False,250000000.0
5bdrm Block of Flats in Yaba for sale,648.0,5,5,Unfurnished,"Lagos State, Yaba",Yaba,Lagos State,False,420000000.0
"4bdrm Duplex in Orchid, Lagos Island / Lagos Island for sale",650.0,4,4,Unfurnished,"Lagos Island (Eko), Lagos Island / Lagos Island",Lagos Island / Lagos Island,Lagos State,False,190000000.0
"4bdrm Duplex in Shagari Estate, Alimosho for sale",600.0,4,4,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,False,180000000.0
5bdrm Duplex in Ikota for sale,600.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,400000000.0
"6bdrm Duplex in Mercyland Estate, Port-Harcourt for sale",1360.0,6,7,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,350000000.0
"4bdrm Duplex in S& T Estate, Ibadan for sale",500.0,4,4,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,155000000.0
"4bdrm Duplex in Shonibare Estate, Maryland for sale",640.0,4,4,Unfurnished,"Lagos State, Maryland",Maryland,Lagos State,False,550000000.0
5bdrm Duplex in Lekki Palm City for sale,650.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,300000000.0
4bdrm Duplex in Ogba for sale,635.0,4,4,Unfurnished,"Ogba, Ogba GRA",Ogba GRA,Lagos State,False,280000000.0
"5bdrm Duplex in Majesty Estate, Obio-Akpor for sale",500.0,5,6,Unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Diamond,480000000.0
4bdrm Duplex in Ibadan for sale,500.0,4,4,Semi Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,VIP,140000000.0
5bdrm Apartment in Chevron for sale,600.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,470000000.0
"4bdrm Bungalow in Unity Estate, Port-Harcourt for sale",400.0,4,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,90000000.0
4bdrm Duplex in Port-Harcourt for sale,465.0,4,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,180000000.0
4bdrm Duplex in Port-Harcourt for sale,450.0,4,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,320000000.0
Furnished 4bdrm Duplex in Ikeja Gra for sale,500.0,4,4,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,False,600000000.0
4bdrm Duplex in Gbagada for sale,640.0,4,4,Unfurnished,"Lagos State, Gbagada",Gbagada,Lagos State,False,190000000.0
5bdrm Duplex in Ikate for sale,680.0,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,False,490000000.0
4bdrm Duplex in Omole Phase 1 for sale,650.0,4,4,Unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,False,650000000.0
"4bdrm Duplex in Adeniyi, Ikeja for sale",400.0,4,4,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,380000000.0
3bdrm Duplex in Ajao Estate for sale,450.0,3,3,Unfurnished,"Isolo, Ajao Estate",Ajao Estate,Lagos State,False,220000000.0
4bdrm Duplex in Ajah Lekki for sale,250.0,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,False,140000000.0
"4bdrm Duplex in Radio Estate, Uzoba for sale",450.0,4,4,Semi Furnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,Diamond,225000000.0
"5bdrm House in New Lay Out, Obio-Akpor for sale",450.0,5,5,Unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Diamond,200000000.0
4bdrm Bungalow in Ajah for sale,600.0,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,Enterprise,55000000.0
Furnished 3bdrm Maisonette in Lekki for sale,600.0,3,3,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,119542500.0
3bdrm Bungalow in Port-Harcourt for sale,232.0,3,4,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,75000000.0
4bdrm Duplex in Port-Harcourt for sale,400.0,4,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,150000000.0
"3bdrm Bungalow in Odogbe Community, Ijebu Ode for sale",728.0,3,3,Unfurnished,"Ogun State, Ijebu Ode",Ijebu Ode,Ogun State,Basic,37000000.0
5bdrm Duplex in Chevron Lekki for sale,630.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,450000000.0
"4bdrm Duplex in Romas Homes Estate, Lekki for sale",630.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,180000000.0
4bdrm Duplex in Ikeja Gra for sale,450.0,4,4,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,800000000.0
"4bdrm Duplex in Adeniyi Jones, Ikeja for sale",350.0,4,4,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,285000000.0
"2bdrm Block of Flats in Majesty Estate, Uzoba for sale",920.0,2,2,Unfurnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,Diamond,280000000.0
1bdrm Apartment in Ologolo for sale,250.0,1,1,Semi Furnished,"Lekki, Ologolo",Ologolo,Lagos State,Diamond,90000000.0
"4bdrm Duplex in Millennium Estate, Gbagada for sale",630.0,4,4,Unfurnished,"Lagos State, Gbagada",Gbagada,Lagos State,False,300000000.0
4bdrm Duplex in Ogudu Gra for sale,600.0,4,4,Unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,False,600000000.0
5bdrm Duplex in Lekki for sale,600.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,500000000.0
"5bdrm Duplex in News Engineering, Dawaki for sale",700.0,5,6,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),False,250000000.0
4bdrm Duplex in Ikeja Gra for sale,635.0,4,4,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,650000000.0
2bdrm Block of Flats in Ipaja Alimosho Close for sale,635.0,2,2,Unfurnished,"Lagos State, Ipaja",Ipaja,Lagos State,False,55000000.0
3bdrm Apartment in Magodo Phase 2 for sale,635.0,3,3,Unfurnished,"Lagos State, Magodo",Magodo,Lagos State,False,210000000.0
4bdrm Duplex in Ogudu Gra for sale,400.0,4,4,Unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,False,350000000.0
3bdrm Apartment in Lekki Phase 1 for sale,250.0,3,3,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,355000000.0
6bdrm Duplex in Opic Isheri for sale,550.0,6,6,Unfurnished,"Ojodu, Isheri North",Isheri North,Lagos State,False,390000000.0
4bdrm Duplex in Ogba for sale,635.0,4,4,Unfurnished,"Ogba, Ogba Industrial Estate",Ogba Industrial Estate,Lagos State,False,240000000.0
3bdrm Block of Flats in Lekki Phase 1 for sale,635.0,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,False,350000000.0
4bdrm Duplex in Katampe (Main) for sale,250.0,4,4,Semi Furnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,400000000.0
Furnished 4bdrm Duplex in Ikota for sale,600.0,4,4,Furnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,200000000.0
2bdrm Block of Flats in Owerri for sale,500.0,2,3,Unfurnished,"Imo State, Owerri",Owerri,Imo State,Diamond,150000000.0
5bdrm Duplex in Port-Harcourt for sale,456.0,5,5,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,120000000.0
4bdrm Duplex in College Road Ogba for sale,638.0,4,4,Semi Furnished,"Lagos State, Ogba",Ogba,Lagos State,False,290000000.0
"2bdrm Duplex in Red Mode Estate, Rumuekini for sale",4500.0,2,3,Unfurnished,"Port-Harcourt, Rumuekini",Rumuekini,Port-Harcourt,Diamond,700000000.0
"4bdrm Duplex in Oluyole, Ibadan for sale",700.0,4,4,Semi Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,VIP,300000000.0
"Furnished 4bdrm Block of Flats in Ilupa, Ijebu Ode for sale",627.0,4,4,Furnished,"Ogun State, Ijebu Ode",Ijebu Ode,Ogun State,Basic,26000000.0
"4bdrm Bungalow in Illupeju Estate, Ado-Odo/Ota for sale",640.0,4,4,Semi Furnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,VIP,23500000.0
"4bdrm Duplex in Magodo, GRA Phase 1 for sale",620.0,4,4,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,False,320000000.0
"Furnished 2bdrm Block of Flats in Shonibare Estate, Maryland for sale",630.0,2,2,Furnished,"Lagos State, Maryland",Maryland,Lagos State,False,230000000.0
"4bdrm Duplex in She'Ll Cooperative, Eneka for sale",300.0,4,5,Unfurnished,"Port-Harcourt, Eneka",Eneka,Port-Harcourt,Diamond,250000000.0
"3bdrm Bungalow in Favour Estate, Ruuodomaya for sale",300.0,3,4,Unfurnished,"Port-Harcourt, Ruuodomaya",Ruuodomaya,Port-Harcourt,Diamond,95000000.0
"3bdrm Duplex in Shell Cooperative, Port-Harcourt for sale",300.0,3,4,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,200000000.0
4bdrm Duplex in William Estate for sale,756.0,4,4,Unfurnished,"Alimosho, Akowonjo",Akowonjo,Lagos State,False,500000000.0
"6bdrm Duplex in Efab Queens, Gwarinpa for sale",1200.0,6,6,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),False,370000000.0
5bdrm Duplex in Lekki Phase 1 for sale,300.0,5,5,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,VIP Gold,980000000.0
5bdrm Duplex in Ikota for sale,500.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,340000000.0
"4bdrm Duplex in Peace Estate, Port-Harcourt for sale",500.0,4,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,120000000.0
4bdrm Duplex in Port-Harcourt for sale,1566.0,4,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,90000000.0
5bdrm Duplex in Gwarinpa Estate for sale,1345.0,5,6,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),False,720000000.0
5bdrm Duplex in Omole Phase 1 for sale,700.0,5,5,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Diamond,700000000.0
3bdrm Duplex in Ikorodu Road for sale,730.0,3,3,Unfurnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,False,1000000000.0
3bdrm Duplex in Lekki Estate for sale,300.0,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,600000000.0
4bdrm Duplex in Woji Estate for sale,300.0,4,4,Unfurnished,"Port-Harcourt, Woji",Woji,Port-Harcourt,Diamond,250000000.0
"4bdrm Duplex in Farm Road2, Port-Harcourt for sale",465.0,4,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,180000000.0
"Furnished 5bdrm Duplex in 2Nd Toll Gate, Lekki for sale",500.0,5,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,False,530000000.0
3bdrm Apartment in Oshimili North for sale,1300.0,3,3,Unfurnished,"Delta State, Oshimili North",Oshimili North,Lagos State,False,260000000.0
4bdrm Duplex in Ikota Lekki for sale,350.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,130000000.0
"3bdrm Block of Flats in Ekoro, Abule Egba for sale",635.0,3,3,Unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,False,80000000.0
"5bdrm Duplex in Ajah, Lekki for sale",500.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,290000000.0
"5bdrm Duplex in Sars Estate, Rukpokwu for sale",450.0,5,5,Unfurnished,"Port-Harcourt, Rukpokwu",Rukpokwu,Port-Harcourt,Diamond,250000000.0
"5bdrm Duplex in Nta Estate, Obio-Akpor for sale",777.0,5,5,Unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Diamond,200000000.0
"5bdrm Duplex in Majesty Estate,, Uzoba for sale",517.0,5,5,Unfurnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,Diamond,250000000.0
"4bdrm Duplex in Shell Cooperative, Eneka for sale",350.0,4,4,Unfurnished,"Port-Harcourt, Eneka",Eneka,Port-Harcourt,Diamond,260000000.0
Furnished 4bdrm Duplex in Ikota for sale,600.0,4,4,Furnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,150000000.0
"2bdrm Bungalow in Greater Taf City, Port-Harcourt for sale",300.0,2,3,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,55000000.0
2bdrm Block of Flats in Ikotun for sale,700.0,2,2,Unfurnished,"Ikotun/Igando, Ikotun / Ikotun/Igando",Ikotun / Ikotun/Igando,Lagos State,False,400000000.0
4bdrm Duplex in Obanikoro for sale,500.0,4,4,Unfurnished,"Shomolu, Obanikoro",Obanikoro,Lagos State,False,260000000.0
"4bdrm Duplex in Ogba, Ikeja for sale",500.0,4,4,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,260000000.0
"3bdrm Bungalow in Nta Estate, Obio-Akpor for sale",300.0,3,3,Unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Diamond,85000000.0
"4bdrm Duplex in Sars Road, Port, Rukpokwu for sale",450.0,4,4,Unfurnished,"Port-Harcourt, Rukpokwu",Rukpokwu,Port-Harcourt,Diamond,210000000.0
"Furnished 5bdrm Duplex in Alahaji Estate, Rumuokoro for sale",1350.0,5,6,Furnished,"Port-Harcourt, Rumuokoro",Rumuokoro,Port-Harcourt,Diamond,250000000.0
Furnished 5bdrm Duplex in Ilasan for sale,200.0,5,6,Furnished,"Lekki, Ilasan",Ilasan,Lagos State,VIP Gold,470000000.0
Furnished 4bdrm Duplex in Orchid Lekki for sale,500.0,4,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,80000000.0
"3bdrm Bungalow in Unique Estate, Ibadan for sale",550.0,3,4,Semi Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,VIP,50000000.0
"Furnished 1bdrm Apartment in Court, Ikota for sale",200.0,1,1,Furnished,"Lekki, Ikota",Ikota,Lagos State,VIP Gold,90000000.0
"2bdrm Apartment in Court, Ikota for sale",300.0,2,2,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,VIP Gold,140000000.0
"6bdrm Duplex in Nawlg Housing Estate, Kuje for sale",570.0,6,6,Semi Furnished,"Abuja (FCT), Kuje",Kuje,Abuja (FCT),False,260000000.0
Furnished 5bdrm Duplex in Osapa London Lekki for sale,500.0,5,5,Furnished,"Lekki, Osapa london",Osapa london,Lagos State,False,650000000.0
"4bdrm Duplex in Maple Signature, Lagos Island / Lagos Island for sale",638.0,4,4,Unfurnished,"Lagos Island (Eko), Lagos Island / Lagos Island",Lagos Island / Lagos Island,Lagos State,False,150000000.0
4bdrm Duplex in Gra Ikeja for sale,530.0,4,4,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,850000000.0
4bdrm Duplex in Obanikoro for sale,635.0,4,4,Unfurnished,"Shomolu, Obanikoro",Obanikoro,Lagos State,False,280000000.0
5bdrm Duplex in Adeniyi Jones for sale,350.0,5,5,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,False,600000000.0
4bdrm Duplex in Ajao Estate for sale,600.0,4,4,Unfurnished,"Isolo, Ajao Estate",Ajao Estate,Lagos State,False,280000000.0
3bdrm Apartment in Ikate for sale,200.0,3,3,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,VIP Gold,180000000.0
"3bdrm Block of Flats in Tipper, Ibadan for sale",500.0,3,4,Semi Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,VIP,20000000.0
"5bdrm Duplex in Alhaji Estate, Port-Harcourt for sale",930.0,5,6,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,300000000.0
6bdrm Duplex in Ajuwon Akute for sale,750.0,6,6,Semi Furnished,"Ikorodu, Akute Ajuwon",Akute Ajuwon,Lagos State,False,230000000.0
4bdrm Duplex in Command Ipaja for sale,350.0,4,4,Unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,False,170000000.0
"5bdrm Duplex in Osapa London, Lekki for sale",530.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,450000000.0
"1bdrm Block of Flats in Majesty Estate, Uzoba for sale",550.0,1,1,Unfurnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,Diamond,150000000.0
"2bdrm Block of Flats in Gito Estate, East West Road for sale",5000.0,2,2,Unfurnished,"Port-Harcourt, East West Road",East West Road,Port-Harcourt,Diamond,80000000.0
"5bdrm Duplex in Ire Akari, Ibadan for sale",500.0,5,5,Semi Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,VIP,260000000.0
"5bdrm Duplex in Chidah, Port-Harcourt for sale",700.0,5,6,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,280000000.0
3bdrm Block of Flats in Katampe (Main) for sale,1300.0,3,3,Semi Furnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),VIP,160000000.0
"4bdrm Duplex in Otunla, Bogije for sale",600.0,4,4,Semi Furnished,"Ibeju, Bogije",Bogije,Lagos State,Diamond,120000000.0
4bdrm Duplex in Osapa London for sale,680.0,4,4,Semi Furnished,"Lekki, Osapa london",Osapa london,Lagos State,False,180000000.0
